transaction_year,transaction_month,payment_channel,country,"Total Transaction"
2025,11,Unknown,Singapore,1
2025,11,Unknown,"United States",5
2025,11,Unknown,Unknown,2
2025,12,"Bank Transfer",Japan,2
2025,12,"Bank Transfer",Philippines,5
2025,12,"Bank Transfer",Singapore,6
2025,12,"Bank Transfer","United States",6
2025,12,"Bank Transfer",Unknown,1
2025,12,Card,Japan,15
2025,12,Card,Philippines,17
2025,12,Card,Singapore,9
2025,12,Card,"United States",15
2025,12,Card,Unknown,4
2025,12,Cash,Japan,4
2025,12,Cash,Philippines,12
2025,12,Cash,Singapore,2
2025,12,Cash,"United States",6
2025,12,Cash,Unknown,2
2025,12,E-Wallet,Japan,6
2025,12,E-Wallet,Philippines,14
2025,12,E-Wallet,Singapore,6
2025,12,E-Wallet,"United States",5
2025,12,E-Wallet,Unknown,3
2025,12,Unknown,Japan,6
2025,12,Unknown,Philippines,5
2025,12,Unknown,Singapore,2
2025,12,Unknown,"United States",1
2026,1,"Bank Transfer",Japan,1
2026,1,"Bank Transfer",Philippines,7
2026,1,"Bank Transfer",Singapore,1
2026,1,"Bank Transfer",Unknown,1
2026,1,Card,Japan,6
2026,1,Card,Philippines,16
2026,1,Card,Singapore,7
2026,1,Card,"United States",11
2026,1,Card,Unknown,10
2026,1,Cash,Japan,6
2026,1,Cash,Philippines,8
2026,1,Cash,"United States",7
2026,1,E-Wallet,Japan,4
2026,1,E-Wallet,Philippines,16
2026,1,E-Wallet,Singapore,3
2026,1,E-Wallet,"United States",6
2026,1,E-Wallet,Unknown,4
2026,1,Unknown,Japan,4
2026,1,Unknown,Philippines,7
2026,1,Unknown,"United States",5
2026,1,Unknown,Unknown,3
2026,2,"Bank Transfer",Japan,1
2026,2,"Bank Transfer",Philippines,6
2026,2,"Bank Transfer",Singapore,2
2026,2,"Bank Transfer","United States",5
2026,2,"Bank Transfer",Unknown,2
2026,2,Card,Japan,7
2026,2,Card,Philippines,16
2026,2,Card,Singapore,10
2026,2,Card,"United States",15
2026,2,Card,Unknown,1
2026,2,Cash,Japan,4
2026,2,Cash,Philippines,7
2026,2,Cash,Singapore,3
2026,2,Cash,"United States",7
2026,2,Cash,Unknown,1
2026,2,E-Wallet,Japan,5
2026,2,E-Wallet,Philippines,14
2026,2,E-Wallet,Singapore,11
2026,2,E-Wallet,"United States",11
2026,2,E-Wallet,Unknown,5
2026,2,Unknown,Japan,2
2026,2,Unknown,Philippines,7
2026,2,Unknown,Singapore,3
2026,2,Unknown,"United States",2
2026,3,"Bank Transfer",Japan,1
2026,3,"Bank Transfer",Philippines,2
2026,3,"Bank Transfer",Singapore,3
2026,3,"Bank Transfer",Unknown,1
2026,3,Card,Japan,8
2026,3,Card,Philippines,16
2026,3,Card,Singapore,10
2026,3,Card,"United States",19
2026,3,Card,Unknown,6
2026,3,Cash,Japan,8
2026,3,Cash,Philippines,15
2026,3,Cash,Singapore,5
2026,3,Cash,"United States",8
2026,3,Cash,Unknown,2
2026,3,E-Wallet,Japan,4
2026,3,E-Wallet,Philippines,19
2026,3,E-Wallet,Singapore,7
2026,3,E-Wallet,"United States",15
2026,3,E-Wallet,Unknown,4
2026,3,Unknown,Japan,3
2026,3,Unknown,Philippines,5
2026,3,Unknown,Singapore,2
2026,3,Unknown,"United States",3
2026,3,Unknown,Unknown,4
2026,4,"Bank Transfer",Japan,3
2026,4,"Bank Transfer",Philippines,3
2026,4,"Bank Transfer",Singapore,4
2026,4,"Bank Transfer","United States",2
2026,4,"Bank Transfer",Unknown,3
2026,4,Card,Japan,17
2026,4,Card,Philippines,8
2026,4,Card,Singapore,10
2026,4,Card,"United States",11
2026,4,Card,Unknown,4
2026,4,Cash,Japan,5
2026,4,Cash,Philippines,7
2026,4,Cash,Singapore,6
2026,4,Cash,"United States",9
2026,4,Cash,Unknown,2
2026,4,E-Wallet,Japan,13
2026,4,E-Wallet,Philippines,14
2026,4,E-Wallet,Singapore,2
2026,4,E-Wallet,"United States",9
2026,4,E-Wallet,Unknown,2
2026,4,Unknown,Japan,1
2026,4,Unknown,Philippines,4
2026,4,Unknown,Singapore,3
2026,4,Unknown,"United States",4
2026,4,Unknown,Unknown,3
2026,5,"Bank Transfer",Japan,4
2026,5,"Bank Transfer",Philippines,1
2026,5,"Bank Transfer",Singapore,4
2026,5,"Bank Transfer","United States",3
2026,5,"Bank Transfer",Unknown,1
2026,5,Card,Japan,9
2026,5,Card,Philippines,9
2026,5,Card,Singapore,5
2026,5,Card,"United States",7
2026,5,Card,Unknown,2
2026,5,Cash,Japan,4
2026,5,Cash,Philippines,11
2026,5,Cash,Singapore,3
2026,5,Cash,"United States",5
2026,5,Cash,Unknown,4
2026,5,E-Wallet,Japan,5
2026,5,E-Wallet,Philippines,15
2026,5,E-Wallet,Singapore,5
2026,5,E-Wallet,"United States",10
2026,5,E-Wallet,Unknown,5
2026,5,Unknown,Japan,1
2026,5,Unknown,Philippines,2
2026,5,Unknown,Singapore,3
2026,5,Unknown,"United States",2
2026,6,"Bank Transfer",Japan,4
2026,6,"Bank Transfer",Philippines,3
2026,6,"Bank Transfer","United States",5
2026,6,"Bank Transfer",Unknown,3
2026,6,Card,Japan,17
2026,6,Card,Philippines,14
2026,6,Card,Singapore,12
2026,6,Card,"United States",16
2026,6,Card,Unknown,5
2026,6,Cash,Japan,5
2026,6,Cash,Philippines,6
2026,6,Cash,Singapore,3
2026,6,Cash,"United States",8
2026,6,Cash,Unknown,2
2026,6,E-Wallet,Japan,6
2026,6,E-Wallet,Philippines,13
2026,6,E-Wallet,Singapore,9
2026,6,E-Wallet,"United States",5
2026,6,E-Wallet,Unknown,2
2026,6,Unknown,Japan,3
2026,6,Unknown,Philippines,4
2026,6,Unknown,Singapore,1
2026,6,Unknown,"United States",5
2026,6,Unknown,Unknown,2
